"library","run","run.lib","sample","seq.notes","Sequenced","Project1","Project2","Oxley"
"J375rep1","plate1-6.2","plate1-6.2~J375rep1","J375",,,,,"Y"
"J376","plate1-6.2","plate1-6.2~J376","J376",,"Y",,,"Y"
"J376a","plate1-6.2","plate1-6.2~J376a","J376a",,"Y",,,
"J376arep","plate1-6.2","plate1-6.2~J376arep","J376a",,"Y",,,
"J376b","plate1-6.2","plate1-6.2~J376b","J376b",,"Y",,,
"J376c","plate1-6.2","plate1-6.2~J376c","J376c",,"Y",,,
"J376d","plate1-6.2","plate1-6.2~J376d","J376d",,"Y",,,
"J376e","plate1-6.2","plate1-6.2~J376e","J376e",,"Y",,,
"J376f","plate1-6.2","plate1-6.2~J376f","J376f",,"Y",,,
"J376g","plate1-6.2","plate1-6.2~J376g","J376g",,"Y",,,
"J376h","plate1-6.2","plate1-6.2~J376h","J376h",,"Y",,,
"J376i","plate1-6.2","plate1-6.2~J376i","J376i",,"Y",,,
"J377","plate1-6.2","plate1-6.2~J377","J377",,"Y",,,
"J377a","plate1-6.2","plate1-6.2~J377a","J377a",,"Y",,,
"J377b","plate1-6.2","plate1-6.2~J377b","J377b",,"Y",,,
"J377c","plate1-6.2","plate1-6.2~J377c","J377c",,"Y",,,
"J377d","plate1-6.2","plate1-6.2~J377d","J377d",,"Y",,,
"J377e","plate1-6.2","plate1-6.2~J377e","J377e",,"Y",,,
"J377erep","plate1-6.2","plate1-6.2~J377erep","J377e",,"Y",,,
"J377g","plate1-6.2","plate1-6.2~J377g","J377g",,"Y",,,
"J377h","plate1-6.2","plate1-6.2~J377h","J377h",,"Y",,,
"J377i","plate1-6.2","plate1-6.2~J377i","J377i",,"Y",,,
"J379","plate1-6.2","plate1-6.2~J379","J379",,,,,"Y"
"J381","plate1-6.2","plate1-6.2~J381","J381",,,,,"Y"
"J382a","plate1-6.2","plate1-6.2~J382a","J382a",,"Y",,,
"J382b","plate1-6.2","plate1-6.2~J382b","J382b",,"Y",,,
"J382c","plate1-6.2","plate1-6.2~J382c","J382c",,"Y",,,
"J382d","plate1-6.2","plate1-6.2~J382d","J382d",,"Y",,,
"J382e","plate1-6.2","plate1-6.2~J382e","J382e",,"Y",,,
"J382f","plate1-6.2","plate1-6.2~J382f","J382f",,"Y",,,
"J382g","plate1-6.2","plate1-6.2~J382g","J382g",,"Y",,,
"J382h","plate1-6.2","plate1-6.2~J382h","J382h",,"Y",,,
"J382i","plate1-6.2","plate1-6.2~J382i","J382i",,"Y",,,
"J383","plate1-6.2","plate1-6.2~J383","J383",,,,,"Y"
"J385","plate1-6.2","plate1-6.2~J385","J385",,"Y",,,"Y"
"J385rep","plate1-6.2","plate1-6.2~J385rep","J385",,"Y",,,"Y"
"J385a","plate1-6.2","plate1-6.2~J385a","J385a",,"Y",,,
"J385b","plate1-6.2","plate1-6.2~J385b","J385b",,"Y",,,
"J385c","plate1-6.2","plate1-6.2~J385c","J385c",,"Y",,,
"J385d","plate1-6.2","plate1-6.2~J385d","J385d",,"Y",,,
"J385e","plate1-6.2","plate1-6.2~J385e","J385e",,"Y",,,
"J385f","plate1-6.2","plate1-6.2~J385f","J385f",,"Y",,,
"J385g","plate1-6.2","plate1-6.2~J385g","J385g",,"Y",,,
"J385h","plate1-6.2","plate1-6.2~J385h","J385h",,"Y",,,
"J385i","plate1-6.2","plate1-6.2~J385i","J385i",,"Y",,,
"J386","plate1-6.2","plate1-6.2~J386","J386",,"Y",,,
"J386a","plate1-6.2","plate1-6.2~J386a","J386a",,"Y",,,
"J386b","plate1-6.2","plate1-6.2~J386b","J386b",,"Y",,,
"J386c","plate1-6.2","plate1-6.2~J386c","J386c",,"Y",,,
"J386d","plate1-6.2","plate1-6.2~J386d","J386d",,"Y",,,
"J386e","plate1-6.2","plate1-6.2~J386e","J386e",,"Y",,,
"J386f","plate1-6.2","plate1-6.2~J386f","J386f",,"Y",,,
"J386g","plate1-6.2","plate1-6.2~J386g","J386g",,"Y",,,
"J386h","plate1-6.2","plate1-6.2~J386h","J386h",,"Y",,,
"J386i","plate1-6.2","plate1-6.2~J386i","J386i",,"Y",,,
"J387","plate1-6.2","plate1-6.2~J387","J387",,"Y",,,"Y"
"J387a","plate1-6.2","plate1-6.2~J387a","J387a",,"Y",,,
"J387b","plate1-6.2","plate1-6.2~J387b","J387b",,"Y",,,
"J387c","plate1-6.2","plate1-6.2~J387c","J387c",,"Y",,,
"J387d","plate1-6.2","plate1-6.2~J387d","J387d",,"Y",,,
"J387e","plate1-6.2","plate1-6.2~J387e","J387e",,"Y",,,
"J387f","plate1-6.2","plate1-6.2~J387f","J387f",,"Y",,,
"J387g","plate1-6.2","plate1-6.2~J387g","J387g",,"Y",,,
"J387h","plate1-6.2","plate1-6.2~J387h","J387h",,"Y",,,
"J387i","plate1-6.2","plate1-6.2~J387i","J387i",,"Y",,,
"J388","plate1-6.2","plate1-6.2~J388","J388",,"Y",,,
"J388a","plate1-6.2","plate1-6.2~J388a","J388a",,"Y",,,
"J388b","plate1-6.2","plate1-6.2~J388b","J388b",,"Y",,,
"J388c","plate1-6.2","plate1-6.2~J388c","J388c",,"Y",,,
"J388d","plate1-6.2","plate1-6.2~J388d","J388d",,"Y",,,
"J388e","plate1-6.2","plate1-6.2~J388e","J388e",,"Y",,,
"J388f","plate1-6.2","plate1-6.2~J388f","J388f",,"Y",,,
"J388g","plate1-6.2","plate1-6.2~J388g","J388g",,"Y",,,
"J388h","plate1-6.2","plate1-6.2~J388h","J388h",,"Y",,,
"J388i","plate1-6.2","plate1-6.2~J388i","J388i",,"Y",,,
"J389","plate1-6.2","plate1-6.2~J389","J389",,,,,"Y"
"J390","plate1-6.2","plate1-6.2~J390","J390",,"Y",,,
"J390a","plate1-6.2","plate1-6.2~J390a","J390a",,"Y",,,
"J390arep","plate1-6.2","plate1-6.2~J390arep","J390a",,"Y",,,
"J390b","plate1-6.2","plate1-6.2~J390b","J390b",,"Y",,,
"J392","plate1-6.2","plate1-6.2~J392","J392",,,,,"Y"
"J393","plate1-6.2","plate1-6.2~J393","J393",,,,,"Y"
"J393a","plate1-6.2","plate1-6.2~J393a","J393a",,"Y",,,
"J393b","plate1-6.2","plate1-6.2~J393b","J393b",,"Y",,,
"J393c","plate1-6.2","plate1-6.2~J393c","J393c",,"Y",,,
"J393d","plate1-6.2","plate1-6.2~J393d","J393d",,"Y",,,
"J393e","plate1-6.2","plate1-6.2~J393e","J393e",,"Y",,,
"J393f","plate1-6.2","plate1-6.2~J393f","J393f",,"Y",,,
"J393g","plate1-6.2","plate1-6.2~J393g","J393g",,"Y",,,
"J393h","plate1-6.2","plate1-6.2~J393h","J393h",,"Y",,,
"J393i","plate1-6.2","plate1-6.2~J393i","J393i",,"Y",,,
"J394","plate1-6.2","plate1-6.2~J394","J394",,"Y",,,
"J394a","plate1-6.2","plate1-6.2~J394a","J394a",,"Y",,,
"J394b","plate1-6.2","plate1-6.2~J394b","J394b",,"Y",,,
"J394c","plate1-6.2","plate1-6.2~J394c","J394c",,"Y",,,
"J394d","plate1-6.2","plate1-6.2~J394d","J394d",,"Y",,,
"J394e","plate1-6.2","plate1-6.2~J394e","J394e",,"Y",,,
"J394f","plate1-6.2","plate1-6.2~J394f","J394f",,"Y",,,
"J394g","plate1-6.2","plate1-6.2~J394g","J394g",,"Y",,,
"J395","plate1-6.2","plate1-6.2~J395","J395",,"Y",,,"Y"
"J395A","plate1-6.2","plate1-6.2~J395A","J395a",,"Y",,,"Y"
"J395B","plate1-6.2","plate1-6.2~J395B","J395b",,"Y",,,
"J395C","plate1-6.2","plate1-6.2~J395C","J395c",,"Y",,,
"J395D","plate1-6.2","plate1-6.2~J395D","J395d",,"Y",,,
"J395E","plate1-6.2","plate1-6.2~J395E","J395e",,"Y",,,
"J395H","plate1-6.2","plate1-6.2~J395H","J395h",,,,,"Y"
"J397","plate1-6.2","plate1-6.2~J397","J397",,,,,"Y"
"J398","plate1-6.2","plate1-6.2~J398","J398",,,,,"Y"
"J399","plate1-6.2","plate1-6.2~J399","J399",,,,,"Y"
"J400","plate1-6.2","plate1-6.2~J400","J400",,,,,"Y"
"J401","plate1-6.2","plate1-6.2~J401","J401",,"Y",,,
"J401a","plate1-6.2","plate1-6.2~J401a","J401a",,"Y",,,
"J401b","plate1-6.2","plate1-6.2~J401b","J401b",,"Y",,,
"J401c","plate1-6.2","plate1-6.2~J401c","J401c",,"Y",,,
"J401d","plate1-6.2","plate1-6.2~J401d","J401d",,"Y",,,
"J401e","plate1-6.2","plate1-6.2~J401e","J401e",,"Y",,,
"J401f","plate1-6.2","plate1-6.2~J401f","J401f",,"Y",,,
"J401g","plate1-6.2","plate1-6.2~J401g","J401g",,"Y",,,
"J401h","plate1-6.2","plate1-6.2~J401h","J401h",,"Y",,,
"J402","plate1-6.2","plate1-6.2~J402","J402",,,,,"Y"
"J403","plate1-6.2","plate1-6.2~J403","J403",,,,,"Y"
"J404","plate1-6.2","plate1-6.2~J404","J404",,,,,"Y"
"J405","plate1-6.2","plate1-6.2~J405","J405",,"Y",,,
"J405a","plate1-6.2","plate1-6.2~J405a","J405a",,"Y",,,
"J405b","plate1-6.2","plate1-6.2~J405b","J405b",,"Y",,,
"J405c","plate1-6.2","plate1-6.2~J405c","J405c",,"Y",,,
"J405d","plate1-6.2","plate1-6.2~J405d","J405d",,"Y",,,
"J405e","plate1-6.2","plate1-6.2~J405e","J405e",,"Y",,,
"J405f","plate1-6.2","plate1-6.2~J405f","J405f",,"Y",,,
"J405g","plate1-6.2","plate1-6.2~J405g","J405g",,"Y",,,
"J405h","plate1-6.2","plate1-6.2~J405h","J405h",,"Y",,,
"J405i","plate1-6.2","plate1-6.2~J405i","J405i",,"Y",,,
"J406","plate1-6.2","plate1-6.2~J406","J406",,"Y",,,
"J406a","plate1-6.2","plate1-6.2~J406a","J406a",,"Y",,,
"J406b","plate1-6.2","plate1-6.2~J406b","J406b",,"Y",,,
"J406c","plate1-6.2","plate1-6.2~J406c","J406c",,"Y",,,
"J406d","plate1-6.2","plate1-6.2~J406d","J406d",,"Y",,,
"J406e","plate1-6.2","plate1-6.2~J406e","J406e",,"Y",,,
"J406f","plate1-6.2","plate1-6.2~J406f","J406f",,"Y",,,
"J406g","plate1-6.2","plate1-6.2~J406g","J406g",,"Y",,,
"J406h","plate1-6.2","plate1-6.2~J406h","J406h",,"Y",,,
"J406i","plate1-6.2","plate1-6.2~J406i","J406i",,"Y",,,
"J407","plate1-6.2","plate1-6.2~J407","J407",,,,,"Y"
"J408","plate1-6.2","plate1-6.2~J408","J408",,,,,"Y"
"J411","plate1-6.2","plate1-6.2~J411","J411",,,,,"Y"
"J412","plate1-6.2","plate1-6.2~J412","J412",,,,,"Y"
"J413","plate1-6.2","plate1-6.2~J413","J413",,"Y",,,
"J413a","plate1-6.2","plate1-6.2~J413a","J413a",,"Y",,,
"J413c","plate1-6.2","plate1-6.2~J413c","J413c",,"Y",,,
"J413f","plate1-6.2","plate1-6.2~J413f","J413f",,"Y",,,
"J414","plate1-6.2","plate1-6.2~J414","J414",,"Y",,,
"J414a","plate1-6.2","plate1-6.2~J414a","J414a",,"Y",,,
"J414b","plate1-6.2","plate1-6.2~J414b","J414b",,"Y",,,
"J414c","plate1-6.2","plate1-6.2~J414c","J414c",,"Y",,,
"J416","plate1-6.2","plate1-6.2~J416","J416",,"Y",,,
"J416a","plate1-6.2","plate1-6.2~J416a","J416a",,"Y",,,
"J416b","plate1-6.2","plate1-6.2~J416b","J416b",,"Y",,,
"J416c","plate1-6.2","plate1-6.2~J416c","J416c",,"Y",,,
"J416d","plate1-6.2","plate1-6.2~J416d","J416d",,"Y",,,
"J416e","plate1-6.2","plate1-6.2~J416e","J416e",,"Y",,,
"J416f","plate1-6.2","plate1-6.2~J416f","J416f",,"Y",,,
"J416g","plate1-6.2","plate1-6.2~J416g","J416g",,"Y",,,
"J416h","plate1-6.2","plate1-6.2~J416h","J416h",,"Y",,,
"J416i","plate1-6.2","plate1-6.2~J416i","J416i",,"Y",,,
"J417","plate1-6.2","plate1-6.2~J417","J417",,,,,"Y"
"J418","plate1-6.2","plate1-6.2~J418","J418",,"Y",,,
"J418a","plate1-6.2","plate1-6.2~J418a","J418a",,"Y",,,
"J418b","plate1-6.2","plate1-6.2~J418b","J418b",,"Y",,,
"J418c","plate1-6.2","plate1-6.2~J418c","J418c",,"Y",,,
"J418e","plate1-6.2","plate1-6.2~J418e","J418e",,"Y",,,
"J418g","plate1-6.2","plate1-6.2~J418g","J418g",,"Y",,,
"J418h","plate1-6.2","plate1-6.2~J418h","J418h",,"Y",,,
"J418i","plate1-6.2","plate1-6.2~J418i","J418i",,"Y",,,
"J419","plate1-6.2","plate1-6.2~J419","J419",,"Y",,,
"J419a","plate1-6.2","plate1-6.2~J419a","J419a",,"Y",,,
"J419b","plate1-6.2","plate1-6.2~J419b","J419b",,"Y",,,
"J419c","plate1-6.2","plate1-6.2~J419c","J419c",,"Y",,,
"J419d","plate1-6.2","plate1-6.2~J419d","J419d",,"Y",,,
"J419e","plate1-6.2","plate1-6.2~J419e","J419e",,"Y",,,
"J419f","plate1-6.2","plate1-6.2~J419f","J419f",,"Y",,,
"J419g","plate1-6.2","plate1-6.2~J419g","J419g",,"Y",,,
"J419h","plate1-6.2","plate1-6.2~J419h","J419h",,"Y",,,
"J419i","plate1-6.2","plate1-6.2~J419i","J419i",,"Y",,,
"J420","plate1-6.2","plate1-6.2~J420","J420",,,,,"Y"
"J421","plate1-6.2","plate1-6.2~J421","J421",,"Y",,,
"J421b","plate1-6.2","plate1-6.2~J421b","J421b",,"Y",,,
"J422","plate1-6.2","plate1-6.2~J422","J422",,"Y",,,
"J422a","plate1-6.2","plate1-6.2~J422a","J422a",,"Y",,,
"J422c","plate1-6.2","plate1-6.2~J422c","J422c",,"Y",,,
"J422e","plate1-6.2","plate1-6.2~J422e","J422e",,"Y",,,
"J422erep","plate1-6.2","plate1-6.2~J422erep","J422e",,"Y",,,
"J422f","plate1-6.2","plate1-6.2~J422f","J422f",,"Y",,,
"J422g","plate1-6.2","plate1-6.2~J422g","J422g",,"Y",,,
"J423","plate1-6.2","plate1-6.2~J423","J423",,,,,"Y"
"J424","plate1-6.2","plate1-6.2~J424","J424",,"Y",,,
"J424a","plate1-6.2","plate1-6.2~J424a","J424a",,"Y",,,
"J424b","plate1-6.2","plate1-6.2~J424b","J424b",,"Y",,,
"J424c","plate1-6.2","plate1-6.2~J424c","J424c",,"Y",,,
"J424d","plate1-6.2","plate1-6.2~J424d","J424d",,"Y",,,
"J424e","plate1-6.2","plate1-6.2~J424e","J424e",,"Y",,,
"J424f","plate1-6.2","plate1-6.2~J424f","J424f",,"Y",,,
"J424g","plate1-6.2","plate1-6.2~J424g","J424g",,"Y",,,
"J425","plate1-6.2","plate1-6.2~J425","J425",,"Y",,,
"J425a","plate1-6.2","plate1-6.2~J425a","J425a",,"Y",,,
"J425b","plate1-6.2","plate1-6.2~J425b","J425b",,"Y",,,
"J425c","plate1-6.2","plate1-6.2~J425c","J425c",,"Y",,,
"J425d","plate1-6.2","plate1-6.2~J425d","J425d",,"Y",,,
"J425e","plate1-6.2","plate1-6.2~J425e","J425e",,"Y",,,
"J425f","plate1-6.2","plate1-6.2~J425f","J425f",,"Y",,,
"J425g","plate1-6.2","plate1-6.2~J425g","J425g",,"Y",,,
"J425h","plate1-6.2","plate1-6.2~J425h","J425h",,"Y",,,
"J425i","plate1-6.2","plate1-6.2~J425i","J425i",,"Y",,,
"J426","plate1-6.2","plate1-6.2~J426","J426",,"Y",,,
"J426a","plate1-6.2","plate1-6.2~J426a","J426a",,"Y",,,
"J426b","plate1-6.2","plate1-6.2~J426b","J426b",,"Y",,,
"J426c","plate1-6.2","plate1-6.2~J426c","J426c",,"Y",,,
"J426d","plate1-6.2","plate1-6.2~J426d","J426d",,"Y",,,
"J426f","plate1-6.2","plate1-6.2~J426f","J426f",,"Y",,,
"J426g","plate1-6.2","plate1-6.2~J426g","J426g",,"Y",,,
"J426h","plate1-6.2","plate1-6.2~J426h","J426h",,"Y",,,
"J426i","plate1-6.2","plate1-6.2~J426i","J426i",,"Y",,,
"J427","plate1-6.2","plate1-6.2~J427","J427",,,,,"Y"
"J427a","plate1-6.2","plate1-6.2~J427a","J427a",,,,,"Y"
"J428","plate1-6.2","plate1-6.2~J428","J428",,"Y",,,
"J428a","plate1-6.2","plate1-6.2~J428a","J428a",,"Y",,,
"J428b","plate1-6.2","plate1-6.2~J428b","J428b",,"Y",,,
"J428c","plate1-6.2","plate1-6.2~J428c","J428c",,"Y",,,
"J428d","plate1-6.2","plate1-6.2~J428d","J428d",,"Y",,,
"J428e","plate1-6.2","plate1-6.2~J428e","J428e",,"Y",,,
"J428f","plate1-6.2","plate1-6.2~J428f","J428f",,"Y",,,
"J428g","plate1-6.2","plate1-6.2~J428g","J428g",,"Y",,,
"J428h","plate1-6.2","plate1-6.2~J428h","J428h",,"Y",,,
"J428i","plate1-6.2","plate1-6.2~J428i","J428i",,"Y",,,
"J429","plate1-6.2","plate1-6.2~J429","J429",,"Y",,,
"J429a","plate1-6.2","plate1-6.2~J429a","J429a",,"Y",,,
"J429b","plate1-6.2","plate1-6.2~J429b","J429b",,"Y",,,
"J429c","plate1-6.2","plate1-6.2~J429c","J429c",,"Y",,,
"J429d","plate1-6.2","plate1-6.2~J429d","J429d",,"Y",,,
"J429e","plate1-6.2","plate1-6.2~J429e","J429e",,"Y",,,
"J429f","plate1-6.2","plate1-6.2~J429f","J429f",,"Y",,,
"J429g","plate1-6.2","plate1-6.2~J429g","J429g",,"Y",,,
"J429h","plate1-6.2","plate1-6.2~J429h","J429h",,"Y",,,
"J429i","plate1-6.2","plate1-6.2~J429i","J429i",,"Y",,,
"J430","plate1-6.2","plate1-6.2~J430","J430",,"Y",,,
"J430a","plate1-6.2","plate1-6.2~J430a","J430a",,"Y",,,
"J430arep","plate1-6.2","plate1-6.2~J430arep","J430a",,"Y",,,
"J430b","plate1-6.2","plate1-6.2~J430b","J430b",,"Y",,,
"J430c","plate1-6.2","plate1-6.2~J430c","J430c",,"Y",,,
"J430d","plate1-6.2","plate1-6.2~J430d","J430d",,"Y",,,
"J430e","plate1-6.2","plate1-6.2~J430e","J430e",,"Y",,,
"J430f","plate1-6.2","plate1-6.2~J430f","J430f",,"Y",,,
"J430g","plate1-6.2","plate1-6.2~J430g","J430g",,"Y",,,
"J430h","plate1-6.2","plate1-6.2~J430h","J430h",,"Y",,,
"J430i","plate1-6.2","plate1-6.2~J430i","J430i",,"Y",,,
"J431","plate1-6.2","plate1-6.2~J431","J431",,,,,"Y"
"J432","plate1-6.2","plate1-6.2~J432","J432",,,,,"Y"
"J433","plate1-6.2","plate1-6.2~J433","J433",,"Y",,,
"J433a","plate1-6.2","plate1-6.2~J433a","J433a",,"Y",,,
"J433b","plate1-6.2","plate1-6.2~J433b","J433b",,"Y",,,
"J433c","plate1-6.2","plate1-6.2~J433c","J433c",,"Y",,,
"J433d","plate1-6.2","plate1-6.2~J433d","J433d",,"Y",,,
"J433e","plate1-6.2","plate1-6.2~J433e","J433e",,"Y",,,
"J433f","plate1-6.2","plate1-6.2~J433f","J433f",,"Y",,,
"J433g","plate1-6.2","plate1-6.2~J433g","J433g",,"Y",,,
"J433h","plate1-6.2","plate1-6.2~J433h","J433h",,"Y",,,
"J434","plate1-6.2","plate1-6.2~J434","J434",,"Y",,,
"J434a","plate1-6.2","plate1-6.2~J434a","J434a",,"Y",,,
"J434b","plate1-6.2","plate1-6.2~J434b","J434b",,"Y",,,
"J435","plate1-6.2","plate1-6.2~J435","J435",,"Y",,,
"J435a","plate1-6.2","plate1-6.2~J435a","J435a",,"Y",,,
"J435b","plate1-6.2","plate1-6.2~J435b","J435b",,"Y",,,
"J435c","plate1-6.2","plate1-6.2~J435c","J435c",,"Y",,,
"J435d","plate1-6.2","plate1-6.2~J435d","J435d",,"Y",,,
"J435e","plate1-6.2","plate1-6.2~J435e","J435e",,"Y",,,
"J435f","plate1-6.2","plate1-6.2~J435f","J435f",,"Y",,,
"J435g","plate1-6.2","plate1-6.2~J435g","J435g",,"Y",,,
"J435h","plate1-6.2","plate1-6.2~J435h","J435h",,"Y",,,
"J435i","plate1-6.2","plate1-6.2~J435i","J435i",,"Y",,,
"J436","plate1-6.2","plate1-6.2~J436","J436",,"Y",,,
"J436a","plate1-6.2","plate1-6.2~J436a","J436a",,"Y",,,
"J436b","plate1-6.2","plate1-6.2~J436b","J436b",,"Y",,,
"J436c","plate1-6.2","plate1-6.2~J436c","J436c",,"Y",,,
"J436crep","plate1-6.2","plate1-6.2~J436crep","J436c",,"Y",,,
"J436d","plate1-6.2","plate1-6.2~J436d","J436d",,"Y",,,
"J436e","plate1-6.2","plate1-6.2~J436e","J436e",,"Y",,,
"J436f","plate1-6.2","plate1-6.2~J436f","J436f",,"Y",,,
"J436g","plate1-6.2","plate1-6.2~J436g","J436g",,"Y",,,
"J436h","plate1-6.2","plate1-6.2~J436h","J436h",,"Y",,,
"J436i","plate1-6.2","plate1-6.2~J436i","J436i",,"Y",,,
"J437","plate1-6.2","plate1-6.2~J437","J437",,"Y",,,
"J438","plate1-6.2","plate1-6.2~J438","J438",,"Y",,,
"M1c","plate1-6.2","plate1-6.2~M1c","MelMosaic",,,,,"Y"
"M2a","plate1-6.2","plate1-6.2~M2a","MelMosaic",,,,,"Y"
"M2b","plate1-6.2","plate1-6.2~M2b","MelMosaic",,,,,"Y"
"NAL05","plate1-6.2","plate1-6.2~NAL05","NAL05",,,,,"Y"
"NBJ30","plate1-6.2","plate1-6.2~NBJ30","NBJ30",,,,,"Y"
"NCD30","plate1-6.2","plate1-6.2~NCD30","NCD30",,,,,"Y"
"NCR13","plate1-6.2","plate1-6.2~NCR13","NCR13",,,,,"Y"
"NDU10","plate1-6.2","plate1-6.2~NDU10","NDU10",,,,,"Y"
"NE10467","plate1-6.2","plate1-6.2~NE10467","NE10467",,,,,"Y"
"NE25923","plate1-6.2","plate1-6.2~NE25923","NE25923",,,,,"Y"
"NE25953","plate1-6.2","plate1-6.2~NE25953","NE25953",,,,,"Y"
"NE35955","plate1-6.2","plate1-6.2~NE35955","NE35955",,,,,"Y"
"NE35959","plate1-6.2","plate1-6.2~NE35959","NE35959",,,,,"Y"
"NE36811","plate1-6.2","plate1-6.2~NE36811","NE36811",,,,,"Y"
"NE37169","plate1-6.2","plate1-6.2~NE37169","NE37169",,,,,"Y"
"NE37647","plate1-6.2","plate1-6.2~NE37647","NE37647",,,,,"Y"
"NE4583","plate1-6.2","plate1-6.2~NE4583","NE4583",,,,,"Y"
"NE67754","plate1-6.2","plate1-6.2~NE67754","NE67754",,,,,"Y"
"NE90535","plate1-6.2","plate1-6.2~NE90535","NE90535",,,,,"Y"
"RA1006","plate1-6.2","plate1-6.2~RA1006","RA1006",,,,,"Y"
"RA1007","plate1-6.2","plate1-6.2~RA1007","RA1007",,"Y",,,
"TLC715","plate1-6.2","plate1-6.2~TLC715","TLC715",,,"sifted  Storm King",,"Y"
"TLC720","plate1-6.2","plate1-6.2~TLC720","TLC720",,,"sieved in box ",,"Y"
"TLC725","plate1-6.2","plate1-6.2~TLC725","TLC725",,,"sieved in box ",,"Y"
"TLC726","plate1-6.2","plate1-6.2~TLC726","TLC726",,,"  ",,"Y"
"TLC775","plate1-6.2","plate1-6.2~TLC775","TLC775",,,"cleaned box within box ",,"Y"
"VMA18","plate1-6.2","plate1-6.2~VMA18","VMA18",,,,,"Y"
"VWG14","plate1-6.2","plate1-6.2~VWG14","VWG14",,,,,"Y"
"FDK10-NextRAD","plate1.1","plate1.1~FDK10-NextRAD","FDK10",,,,,"Y"
"FDK10-WGS","plate1.1","plate1.1~FDK10-WGS","FDK10",,,,,"Y"
"J294-NextRAD","plate1.1","plate1.1~J294-NextRAD","J294",,,,,"Y"
"J294-WGS","plate1.1","plate1.1~J294-WGS","J294",,,,,"Y"
"J296-NextRAD","plate1.1","plate1.1~J296-NextRAD","J296",,,,,"Y"
"J296-WGS","plate1.1","plate1.1~J296-WGS","J296",,,,,"Y"
"J298-NextRAD","plate1.1","plate1.1~J298-NextRAD","J298",,,,,"Y"
"J298-WGS","plate1.1","plate1.1~J298-WGS","J298",,,,,"Y"
"J301-NextRAD","plate1.1","plate1.1~J301-NextRAD","J301",,,,,"Y"
"J301-WGS","plate1.1","plate1.1~J301-WGS","J301",,,,,"Y"
"J303-NextRAD","plate1.1","plate1.1~J303-NextRAD","J303",,"Y",,,
"J303-WGS","plate1.1","plate1.1~J303-WGS","J303",,"Y",,,
"J307-NextRAD","plate1.1","plate1.1~J307-NextRAD","J307",,,,,
"J307-WGS","plate1.1","plate1.1~J307-WGS","J307",,,,,
"J310-NextRAD","plate1.1","plate1.1~J310-NextRAD","J310",,,,,"Y"
"J310-WGS","plate1.1","plate1.1~J310-WGS","J310",,,,,"Y"
"J311-NextRAD","plate1.1","plate1.1~J311-NextRAD","J311",,,,,"Y"
"J311-WGS","plate1.1","plate1.1~J311-WGS","J311",,,,,"Y"
"J315-NextRAD","plate1.1","plate1.1~J315-NextRAD","J315",,,,,"Y"
"J315-WGS","plate1.1","plate1.1~J315-WGS","J315",,,,,"Y"
"J316-NextRAD","plate1.1","plate1.1~J316-NextRAD","J316",,,,,"Y"
"J316-WGS","plate1.1","plate1.1~J316-WGS","J316",,,,,"Y"
"J317-NextRAD","plate1.1","plate1.1~J317-NextRAD","J317",,,,,"Y"
"J317-WGS","plate1.1","plate1.1~J317-WGS","J317",,,,,"Y"
"J318-NextRAD","plate1.1","plate1.1~J318-NextRAD","J318",,,,,"Y"
"J318-WGS","plate1.1","plate1.1~J318-WGS","J318",,,,,"Y"
"J319-NextRAD","plate1.1","plate1.1~J319-NextRAD","J319",,,,,"Y"
"J319-WGS","plate1.1","plate1.1~J319-WGS","J319",,,,,"Y"
"J320-NextRAD","plate1.1","plate1.1~J320-NextRAD","J320",,,,,"Y"
"J320-WGS","plate1.1","plate1.1~J320-WGS","J320",,,,,"Y"
"J321g-NextRAD","plate1.1","plate1.1~J321g-NextRAD","J321g",,,,,"Y"
"J321g-WGS","plate1.1","plate1.1~J321g-WGS","J321g",,,,,"Y"
"J322-NextRAD","plate1.1","plate1.1~J322-NextRAD","J322",,,,,"Y"
"J322-WGS","plate1.1","plate1.1~J322-WGS","J322",,,,,"Y"
"J324-NextRAD","plate1.1","plate1.1~J324-NextRAD","J324",,,,,"Y"
"J324-WGS","plate1.1","plate1.1~J324-WGS","J324",,,,,"Y"
"J326-NextRAD","plate1.1","plate1.1~J326-NextRAD","J326",,,,,"Y"
"J326-WGS","plate1.1","plate1.1~J326-WGS","J326",,,,,"Y"
"J327-NextRAD","plate1.1","plate1.1~J327-NextRAD","J327",,,,,"Y"
"J327-WGS","plate1.1","plate1.1~J327-WGS","J327",,,,,"Y"
"J328-NextRAD","plate1.1","plate1.1~J328-NextRAD","J328",,,,,"Y"
"J328-WGS","plate1.1","plate1.1~J328-WGS","J328",,,,,"Y"
"J329-NextRAD","plate1.1","plate1.1~J329-NextRAD","J329",,,,,"Y"
"J329-WGS","plate1.1","plate1.1~J329-WGS","J329",,,,,"Y"
"J330-NextRAD","plate1.1","plate1.1~J330-NextRAD","J330",,,,,"Y"
"J330-WGS","plate1.1","plate1.1~J330-WGS","J330",,,,,"Y"
"J331-NextRAD","plate1.1","plate1.1~J331-NextRAD","J331",,,,,"Y"
"J331-WGS","plate1.1","plate1.1~J331-WGS","J331",,,,,"Y"
"J333-NextRAD","plate1.1","plate1.1~J333-NextRAD","J333",,,,,"Y"
"J333-WGS","plate1.1","plate1.1~J333-WGS","J333",,,,,"Y"
